sense_type,source_id,target_id
synonym,06512202,06748402
hypernym,06512202,pwn_00370824V
synonym,06512203,06748403
hypernym,06512205,pwn_00219370V
synonym,06512206,06748404
synonym,06512207,06748405
antonym,06512302,06648402
antonym,06512302,06617002
antonym,06512303,06648403
antonym,06512303,06617003
synonym,06512303,06643808
antonym,06512304,06617004
varword,06512304,06617001
synonym,06512305,07055103
varword,06512305,06617001
antonym,06512307,06617009
varword,06512307,06648404
antonym,06512308,06648404
antonym,06512308,06617011
varword,06512308,06617001
varword,06512308,06616910
varword,06512308,06734904
antonym,06512311,06617014
antonym,06512311,06616911
synonym,06512311,07055508
synonym,06512311,06734904
antonym,06512309,06648405
antonym,06512309,06617012
nearsynonym,06512309,pwn_00032369V
varword,06512309,06617001
varword,06512309,06616911
varword,06512309,06734905
antonym,06512312,06617015
antonym,06512312,06616912
synonym,06512312,07055509
synonym,06512312,06734905
synonym,06512306,07055104
varword,06512306,06617001
antonym,06512310,06616910
antonym,06512310,06617013
synonym,06512310,07055507
varword,06512310,06648405
hypernym,06512314,pwn_02439276A
hyponym,06512502,pwn_00223381V
nearsynonym,06512505,pwn_00380526V
hypernym,06512701,pwn_01664787V
hypernym,06512802,06646801
synonym,06513103,09302402
nearsynonym,06513201,pwn_04870370N
synonym,06513301,07051503
synonym,06513301,06618102
hypernym,06513301,pwn_00757252V
synonym,06513302,06618103
hypernym,06513302,pwn_00757252V
synonym,06513303,06735602
synonym,06513303,07051504
synonym,06513303,06618104
nearsynonym,06513303,pwn_01671583V
nearsynonym,06513305,pwn_00541774V
hypernym,06513306,pwn_00727087V
synonym,06513502,08020906
antonym,06513502,06601601
nearsynonym,06513601,pwn_01442930V
synonym,06513602,06659002
synonym,06513602,06642807
nearsynonym,06513602,pwn_01321211A
antonym,06513701,09250301
synonym,06513701,06709903
antonym,06513703,09250306
antonym,06513703,06605901
antonym,06513704,09250307
antonym,06513704,06605902
antonym,06513705,09250308
antonym,06513705,06605903
antonym,06513706,09250309
antonym,06513707,09250304
antonym,06513708,06651501
synonym,06513708,06627514
synonym,06513708,06701421
synonym,06513708,06578603
synonym,06513708,09198201
synonym,06513708,09288806
synonym,06513708,07050301
synonym,06513708,06608802
synonym,06513708,06699002
nearsynonym,06513801,pwn_01231918V
hypernym,06513901,pwn_00104604V
hypernym,06513902,pwn_00104604V
synonym,06514001,09222803
hyponym,06514001,pwn_00579423V
hyponym,06514001,pwn_01756134V
hypernym,06514401,pwn_00231062V
hyponym,06514401,pwn_01067496V
synonym,06514404,06761418
synonym,06514404,06654207
synonym,06514404,0665750301
synonym,06514404,09232108
varword,06514404,06761419
varword,06514404,06657503
nearsynonym,06514405,07103901
nearsynonym,06514405,07104001
nearsynonym,06514405,07066401
nearsynonym,06514405,08020201
nearsynonym,06514405,09284301
nearsynonym,06514405,09242201
nearsynonym,06514405,06586501
nearsynonym,06514405,09281601
nearsynonym,06514405,09272701
nearsynonym,06514405,09272801
nearsynonym,06514405,09272901
nearsynonym,06514405,09273001
nearsynonym,06514405,09273101
nearsynonym,06514405,06685401
nearsynonym,06514405,06605701
nearsynonym,06514405,07075001
nearsynonym,06514405,08020101
nearsynonym,06514405,06777401
nearsynonym,06514405,06623504
nearsynonym,06514405,06588609
antonym,06514501,06733601
antonym,06514701,07103502
antonym,06514701,06769201
hypernym,06514701,pwn_01581807A
nearsynonym,06514902,pwn_01241953V
nearsynonym,06514904,07029805
nearsynonym,06514904,07038102
nearsynonym,06514904,06720902
nearsynonym,06514904,06775703
nearsynonym,06514904,07070001
synonym,06515102,06677802
synonym,06515102,08021603
synonym,06515401,06664306
synonym,06515401,06775706
synonym,06515401,06686107
synonym,06515401,06695204
synonym,06515404,07061402
synonym,06515406,07061405
synonym,06515501,07009815
nearsynonym,06515502,pwn_00368023A
antonym,06515504,08020905
antonym,06515504,07079209
antonym,06515601,07013301
antonym,06515601,09284001
antonym,06515601,06653201
synonym,06515601,06688601
varword,06515601,06661801
synonym,06515602,06688602
antonym,06515801,06515901
hypernym,06515802,pwn_00958735A
hypernym,06515901,pwn_00218397R
hypernym,06515904,pwn_01362833V
hypernym,06515905,pwn_01429701A
synonym,06516101,06791701
synonym,06516102,06791702
synonym,06516103,06791703
synonym,06516601,07027912
holonym,06516601,06658201
holonym,06516602,06694501
holonym,06516602,14584601
holonym,06516602,07059601
nearsynonym,06516603,pwn_07441400N
nearsynonym,06516604,07034206
nearsynonym,06516604,07039106
nearsynonym,06516604,06684505
hypernym,06516604,06667101
hyponym,06516605,pwn_01878048N
hypernym,06516606,14308501
synonym,06516608,07014203
synonym,06516608,07033405
synonym,06516608,07028101
synonym,06516608,06770102
hypernym,06516608,pwn_04496504N
hypernym,06516608,06667101
hypernym,06516609,06667101
hyponym,06516701,pwn_04298694N
hyponym,06516701,pwn_09450405N
hyponym,06516702,pwn_06117892N
hyponym,06516702,14620301
synonym,06517001,06576501
synonym,06517301,06740201
synonym,06517305,06750901
hypernym,06517306,pwn_01034130A
nearsynonym,06517313,pwn_01398390A
hypernym,06517314,pwn_01270990V
synonym,06517316,06730902
synonym,06517316,07095610
nearsynonym,06517319,pwn_01235891V
nearsynonym,06517320,pwn_01235891V
nearsynonym,06517324,pwn_01437546A
synonym,06517327,06760706
hypernym,06517328,pwn_01638479A
synonym,06517329,07075108
hyponym,06517330,pwn_01651517A
synonym,06517332,06709905
nearsynonym,06517333,pwn_01009540A
hypernym,06517335,pwn_06736924N
hypernym,06517501,pwn_01683834V
synonym,06517601,07069503
hyponym,06517601,pwn_01488913A
hypernym,06517701,pwn_03080096N
synonym,06517702,07001502
synonym,06517703,07001501
synonym,06517704,07001503
synonym,06517705,07041807
synonym,06517705,07001504
synonym,06730106,07068402
synonym,06730101,07034501
synonym,06730101,07068403
synonym,06730102,07033102
synonym,06730102,07068404
synonym,06730103,07034503
synonym,06730103,07059002
synonym,06730105,07068401
synonym,06730303,06753608
antonym,06576301,06660001
antonym,06576301,06747601
antonym,06576301,06595901
synonym,06576301,06717002
synonym,06576301,06651101
synonym,06576301,06750101
synonym,06576305,07051005
synonym,06576305,06750102
synonym,06576306,06750103
antonym,06576308,06660003
antonym,06576308,06747605
synonym,06576308,06717006
synonym,06576308,06750104
synonym,06576308,06651103
synonym,06576308,06770903
synonym,06576309,06717008
synonym,06576309,06763301
synonym,06576310,06717015
synonym,06576310,06750105
synonym,06576311,06750106
synonym,06576313,06750107
synonym,06576314,07034307
synonym,06576314,06750108
hypernym,06576316,06752904
synonym,06576317,07071308
hyponym,06576601,pwn_02591938N
hypernym,06576601,06690801
hyponym,06576602,pwn_02591938N
hypernym,06576602,06604401
hypernym,06576701,pwn_00826635V
hypernym,06576702,pwn_01513366V
hypernym,06576706,pwn_00455018V
hypernym,06576708,pwn_00455018V
hypernym,06576711,pwn_00455018V
hypernym,06576712,pwn_00455018V
synonym,06576715,06675401
synonym,06576716,06701605
nearsynonym,06576716,pwn_00154911R
nearsynonym,06577401,06703401
nearsynonym,06577401,06675801
nearsynonym,06577401,06766401
synonym,06577401,06747101
antonym,06577405,06703405
synonym,06577405,06747102
antonym,06577406,06703406
synonym,06577406,06747103
nearsynonym,06577407,06703407
nearsynonym,06577407,06675804
nearsynonym,06577407,06766406
synonym,06577701,09283601
hypernym,06577701,09291401
hypernym,06577702,06668001
synonym,06578001,06631502
synonym,06578002,06631503
hypernym,06578501,06722201
hypernym,06578502,06604401
hypernym,06578503,pwn_10936217N
hypernym,06578503,06771801
synonym,06578601,06649201
synonym,06578601,06757201
synonym,06578602,06771602
antonym,06578603,06651501
synonym,06578603,06627514
synonym,06578603,06701421
synonym,06578603,09198201
synonym,06578603,09288806
synonym,06578603,07050301
synonym,06578603,06608802
synonym,06578603,06699002
synonym,06579101,07075902
synonym,06579101,09292501
hyponym,06579101,pwn_03318070N
hyponym,06579101,pwn_02304226N
hypernym,06579101,14584001
hyponym,06579101,14618401
nearsynonym,06579401,pwn_04729537N
hyponym,06579401,06612702
hyponym,06579401,07043105
hyponym,06579401,07027404
hyponym,06579401,06627701
hyponym,06579401,09249603
hypernym,06579401,06681501
hyponym,06579801,14611801
synonym,06579805,06670303
synonym,06579805,06768302
synonym,06579807,06718501
synonym,06579808,06718502
synonym,06579903,06743601
synonym,06580001,06636901
synonym,06580001,06678502
synonym,06580001,06695301
synonym,06580001,07034803
synonym,06580001,09180901
synonym,06580002,06636902
synonym,06580002,06639501
hypernym,06580301,06612301
hyponym,06580302,pwn_02563119N
hypernym,06580302,06681501
hypernym,06580304,13427901
hypernym,06580901,pwn_03990394N
synonym,06581101,06739001
synonym,06581101,09192902
antonym,06581101,07063201
synonym,06581201,06586601
antonym,06581201,06684601
antonym,06581201,06774201
synonym,06581501,07074501
nearsynonym,06581505,pwn_00071795N
nearsynonym,06581507,pwn_00029442N
hypernym,06581508,pwn_04973257N
hypernym,06581509,pwn_01600089V
synonym,06581511,06597802
synonym,06581601,07102502
synonym,06581601,07060301
synonym,06582001,06700306
synonym,06582103,07033006
synonym,06582103,06617407
synonym,06582103,09250401
synonym,06582103,06733509
hypernym,06582202,06765801
hypernym,06582203,06699205
hypernym,06582204,06699205
hyponym,06730702,pwn_00224612V
synonym,06730703,07061605
synonym,06730703,09192905
hypernym,06730703,pwn_01268426V
synonym,06730705,09177703
nearsynonym,06730706,pwn_01291600A
nearsynonym,06730707,pwn_01291600A
synonym,06730708,07034905
synonym,06730813,09291001
synonym,06730813,07087001
synonym,06730813,09301401
synonym,06730813,09229901
antonym,06730901,06659102
nearsynonym,06730901,pwn_01565470A
synonym,06730902,07095610
nearsynonym,06730904,pwn_02081029A
hyponym,06731204,pwn_00823491A
synonym,06731205,07035602
synonym,06731205,06690901
synonym,06731206,06690902
hypernym,06731207,pwn_01600089V
synonym,06731207,06600002
synonym,06731402,06731703
synonym,06731404,07047001
synonym,06731405,06731704
nearsynonym,06582401,06635201
nearsynonym,06582401,06650801
hyponym,06582401,14631501
synonym,06582601,07044503
synonym,06582601,06612501
hyponym,06582901,pwn_03516946N
hyponym,06582901,pwn_00112599N
hyponym,06582901,06699901
hyponym,06582901,09246901
hypernym,06582901,06784601
hypernym,06582902,pwn_03516946N
hyponym,06582903,pwn_07192274N
hyponym,06583001,14619801
hyponym,06583001,14624101
nearsynonym,08019101,07102801
synonym,06583201,07070703
antonym,06583301,07069501
synonym,06583302,06702803
synonym,06583502,07034804
synonym,06583502,06662102
synonym,06583502,07028705
synonym,06583502,06633001
synonym,06583503,07034801
nearsynonym,06583602,pwn_04991006N
synonym,06583901,06585607
hypernym,06583901,14281701
hyponym,06583901,06772101
hyponym,06583901,06680803
hyponym,06583901,07037002
synonym,06583902,07077801
synonym,06583902,07038301
hypernym,06584001,06745601
hyponym,06584001,06603001
hyponym,06584001,06769601
hyponym,06584001,06654601
nearsynonym,06584201,pwn_00140937V
nearsynonym,06584301,pwn_01126603V
hypernym,06584302,06772101
hypernym,06584303,06667102
hypernym,06584304,06771801
hypernym,06584305,pwn_00476600V
nearsynonym,06584306,pwn_01757527V
nearsynonym,06584404,pwn_06314081N
synonym,06584405,06628601
synonym,06584405,06697902
synonym,06584405,06609301
synonym,06584406,07028403
synonym,06584406,06609302
synonym,06584407,07065207
nearsynonym,06584408,pwn_06273824N
synonym,06584410,07028406
hypernym,06584414,pwn_00415743A
synonym,06584501,06691801
hypernym,06584501,14133801
hypernym,06584502,06667101
hypernym,06584503,06746501
hypernym,06584503,07048301
hypernym,06584503,06667101
hypernym,06584504,06667101
hyponym,06584505,pwn_05113097N
hyponym,06584505,pwn_04789236N
hypernym,06584505,14133801
hypernym,06584506,06612301
synonym,06584509,06756702
hyponym,06584509,pwn_04827466N
hypernym,06584509,06628201
hypernym,06584510,pwn_00680967V
hypernym,06584512,pwn_00599173V
nearsynonym,06584601,pwn_01788486V
synonym,06584801,07034601
synonym,06584801,07030303
synonym,06584801,07027904
hypernym,06584801,06694501
synonym,06584802,07044605
synonym,06584901,06679201
synonym,06584901,09229904
synonym,06585001,06744201
synonym,06585001,07025901
synonym,06585301,06771901
synonym,06585301,06640001
synonym,06585301,07082701
synonym,06585301,09310301
synonym,06585302,06771902
synonym,06585302,06640002
synonym,06585701,06749401
nearsynonym,06585701,pwn_10055199N
hyponym,06585803,14623201
synonym,06585923,09288701
nearsynonym,06585923,pwn_06348591N
nearsynonym,06585929,06699401
nearsynonym,06585929,06667901
nearsynonym,06585929,07014201
nearsynonym,06585929,07014301
nearsynonym,06585929,07039104
nearsynonym,06585930,06667901
nearsynonym,06585930,07014201
nearsynonym,06585930,07014301
nearsynonym,06585930,07039101
synonym,06586001,07067501
synonym,06586001,06750002
synonym,06586001,07050902
synonym,06586001,09196402
synonym,06586001,06654401
synonym,06586002,06654402
nearsynonym,06586002,pwn_04589992N
synonym,06586102,06639604
synonym,06586102,06664317
hyponym,06586401,pwn_01792695V
hyponym,06586401,pwn_01857688V
synonym,06586402,06638702
synonym,06586403,06638703
varword,06586403,06638701
antonym,06586501,06757405
antonym,06586601,06684601
antonym,06586601,06774201
nearsynonym,06587001,06609601
nearsynonym,06587001,06746101
hyponym,06587001,pwn_06146495N
hyponym,06587001,pwn_06151796N
hyponym,06587001,07017401
hyponym,06587001,07017301
hyponym,06587001,07008501
hyponym,06587001,07008601
hypernym,06587001,06613701
hyponym,06587001,07022501
hyponym,06587001,07099901
hyponym,06587001,07011701
hyponym,06587001,06710401
hyponym,06587001,06695901
hyponym,06587001,07009301
hyponym,06587001,07023201
hyponym,06587002,pwn_06146495N
hyponym,06587002,pwn_06151796N
hyponym,06587002,07008502
hyponym,06587002,07008602
hypernym,06587002,06604401
hyponym,06587003,pwn_06146495N
hyponym,06587003,pwn_06151796N
hypernym,06587003,06694201
hypernym,06587302,06750901
hyponym,06587302,06587303
hypernym,06587303,pwn_03293673N
nearsynonym,06587304,pwn_00385376N
hypernym,06587304,06746601
hypernym,06587305,06604401
hypernym,06587308,pwn_09893975N
hypernym,06587308,06604401
synonym,06587901,06621907
synonym,06731501,06754107
synonym,06731501,07020204
antonym,06731502,06592207
synonym,06731502,06761803
synonym,06731504,07094409
synonym,06731506,07069804
synonym,06731506,06683806
synonym,06731506,07069612
synonym,06731506,09198203
synonym,06732003,07049404
antonym,06588201,07049202
antonym,06588202,07049204
synonym,06588204,06612903
antonym,06588209,07049203
antonym,06588213,07049205
synonym,06588301,06590701
synonym,06588402,06657601
synonym,06588501,08019301
synonym,06588605,06624901
varword,06588607,06591901
varword,06588607,07006901
hyponym,06588901,06696402
synonym,06588903,07066005
synonym,06589101,06782601
synonym,06589101,06756411
synonym,06589101,06758707
synonym,06589101,09253901
hypernym,06589403,06760004
varword,06590002,07062701
varword,06590003,07062702
varword,06590004,07062703
synonym,06590101,14600601
synonym,06590105,14115201
synonym,06590105,07046801
varword,06590106,07069501
antonym,06590502,07063002
nearsynonym,06590502,07072402
synonym,06590502,06658702
synonym,06590502,07042702
antonym,06590501,07063001
nearsynonym,06590501,07072401
synonym,06590501,06658701
synonym,06590501,07042701
antonym,06590503,07063003
nearsynonym,06590503,07072403
synonym,06590503,06658703
synonym,06590503,07042703
antonym,06590504,06784104
antonym,06590504,07072404
antonym,06590504,07038404
synonym,06590504,06658704
synonym,06590601,07073905
synonym,06590901,07090102
synonym,06591104,06712305
synonym,06591302,06758706
synonym,06591302,06791421
varword,06591302,06791418
hypernym,06591401,06735502
synonym,06591907,09291501
nearsynonym,06591908,06652302
synonym,06592202,07085503
antonym,06592207,06761803
synonym,06592701,09188102
synonym,06592701,07097302
synonym,06592701,07059301
synonym,06592702,07059302
hypernym,06592703,09188103
hypernym,06592703,07097304
synonym,06592704,06754305
synonym,06592706,07059303
hypernym,06593501,06784601
synonym,06593513,06640901
synonym,06593803,09177705
synonym,06593804,06788705
synonym,06593808,09307502
synonym,06593808,06764201
synonym,06593808,06788701
antonym,06593809,07079205
synonym,06593809,06764202
synonym,06593809,06629102
synonym,06593809,06788703
synonym,06593810,06788704
synonym,06593812,09304901
synonym,06593812,06760901
synonym,06593813,06780502
synonym,06593901,06621703
synonym,06594301,06773201
synonym,06594301,07037205
varword,06594301,06661101
synonym,06732103,06756906
synonym,06594501,09306401
synonym,06594501,06624501
synonym,06594602,06710215
synonym,06594605,06761407
synonym,06594605,07035608
synonym,06594605,09202503
synonym,06594605,09276902
varword,06594605,06761408
varword,06594901,06712101
antonym,06595101,06772505
antonym,06595102,06772506
synonym,06595601,09303002
synonym,06595602,06737705
synonym,06595602,06611902
synonym,06595603,06736701
synonym,06595603,06652304
synonym,06595603,14598201
varword,06595603,06652306
antonym,06595605,06631803
antonym,06595605,06679302
synonym,06595605,06640502
varword,06595605,06690601
nearsynonym,06595607,07034901
nearsynonym,06595608,07034901
nearsynonym,06595609,07034901
synonym,06595701,06736501
synonym,06595701,06637701
synonym,06595801,07094502
hypernym,06595801,07059601
antonym,06595901,06717002
antonym,06595901,06651101
antonym,06595901,06750101
synonym,06595901,06660001
synonym,06595901,06747601
synonym,06595903,06747603
synonym,06595904,07079704
synonym,06595904,07041401
synonym,06595907,07031101
synonym,06595907,06706801
synonym,06595908,06706802
synonym,06595910,06633601
synonym,06595911,06643809
synonym,06595912,06771102
synonym,06595917,06747604
synonym,06596101,06740802
varword,06596301,06667502
synonym,06596302,07087601
synonym,06596303,06745501
synonym,06596504,07080204
synonym,06596504,07087402
synonym,06596505,07050502
nearsynonym,06596701,07052401
nearsynonym,06596701,07004201
nearsynonym,06596701,07004301
synonym,06596701,06779001
synonym,06596702,06779002
varword,06597101,06648903
synonym,06597103,06648905
synonym,06597103,09188106
synonym,06597103,07097309
synonym,06597401,07113001
synonym,06597403,06634102
antonym,06597608,06627506
antonym,06597601,06627501
antonym,06597603,06627515
antonym,06597604,06627504
antonym,06597607,06627505
antonym,06598204,06647110
antonym,06598204,06754606
antonym,06598204,06732507
synonym,06598204,06610101
synonym,06598204,09289202
antonym,06598204,06606602
synonym,06598614,06740602
hypernym,06598614,06673803
varword,06598606,07021701
varword,06598606,07021801
varword,06598606,07021901
synonym,06598609,06715901
varword,06598612,07021701
varword,06598612,07021801
varword,06598612,07021901
hyponym,06598901,pwn_01739567V
hyponym,06598901,pwn_01739919V
synonym,06599003,06691901
hypernym,06599003,06771901
hypernym,06599004,13642401
synonym,06599501,06738301
synonym,06599501,06679601
synonym,06599501,06708401
synonym,06599501,06691501
synonym,06599502,06708402
synonym,06599502,06691502
synonym,06599502,06738302
synonym,06599502,06679602
nearsynonym,06599704,pwn_01282082A
hypernym,06599801,13915001
hypernym,06599802,14586201
hyponym,06599803,pwn_06693004N
hypernym,06599804,06667101
nearsynonym,06599901,pwn_06107243N
synonym,06600003,07012403
synonym,06732506,06754610
synonym,06732506,06647111
antonym,06732507,06610101
synonym,06732507,06754606
synonym,06732507,06647110
synonym,06732507,06606602
antonym,06732507,09289202
hypernym,06732901,06784601
synonym,06732905,06738201
hyponym,06732907,06703407
synonym,06732909,06685401
synonym,06732910,06708310
hypernym,06732910,06628201
hyponym,06600401,06763401
nearsynonym,06600801,pwn_01607495A
hypernym,06600801,14308501
hypernym,06600802,06611301
hypernym,06600803,14308501
hypernym,06600804,14308501
synonym,06600901,06613001
synonym,06600901,14585901
synonym,06600901,07037003
synonym,06600901,06774301
antonym,06601602,08020907
antonym,06601602,07079210
synonym,06602501,09283001
hypernym,06602501,09291401
synonym,06602502,09283002
hypernym,06602503,06668001
hypernym,06602504,06668001
hypernym,06602801,13173801
synonym,06602802,09304203
synonym,06602802,09203502
synonym,06602803,06645107
hypernym,06602901,pwn_03372354N
synonym,06602902,06719502
synonym,06602902,06644003
synonym,06603101,07004401
synonym,06603503,07081905
synonym,06603503,08023005
nearsynonym,06604402,pwn_06353358N
hypernym,06604403,06771801
hyponym,06604401,06630501
hyponym,06604401,06666001
hyponym,06604401,06612904
hyponym,06604401,07041804
hyponym,06604401,07041806
hypernym,06604401,06750901
hyponym,06604401,07022502
hyponym,06604401,07029402
hyponym,06604401,07029405
hyponym,06604401,06703402
hyponym,06604401,06609602
hyponym,06604401,07027502
hyponym,06604401,06702604
hyponym,06604401,06702602
hyponym,06604401,06671706
hyponym,06604401,06671702
hyponym,06604401,07011702
hyponym,06604401,07023202
hyponym,06604401,07023302
hyponym,06604401,07024205
hyponym,06604401,07011402
hyponym,06604401,06710402
hyponym,06604401,07018502
hyponym,06604401,06683202
hyponym,06604401,06695902
hyponym,06604401,06746102
hyponym,06604401,06712602
hyponym,06604401,07099902
hyponym,06604401,07041807
hyponym,06604401,07009702
hyponym,06604401,07041802
hyponym,06604401,07009302
hyponym,06604401,07008602
hyponym,06604401,07008502
hyponym,06604401,06613702
hyponym,06604401,07099102
varword,06604501,06632701
varword,06604502,06632702
synonym,06604901,07036506
hypernym,06604901,06772101
hypernym,06604901,06638401
synonym,06604902,07036507
hypernym,06604902,06667102
synonym,06605001,06790501
varword,06605001,06661801
synonym,06605002,06790502
synonym,06605002,06690403
varword,06605002,06661802
varword,06605003,06661803
synonym,06605101,06702106
synonym,06605101,06700303
synonym,06605101,07080001
synonym,06605101,07025501
synonym,06605102,06710602
synonym,06605102,06612401
synonym,06605102,06773401
synonym,06605103,06773402
synonym,06605104,06710605
synonym,06605104,06773403
synonym,06605104,06700307
synonym,06605501,07043504
hypernym,06605501,06694501
synonym,06605901,09250306
synonym,06605902,09250307
synonym,06605903,09250308
synonym,06733503,07062203
synonym,06733509,07033006
synonym,06733509,06617407
synonym,06733509,09250401
hyponym,06733601,06742201
synonym,06733805,07010002
synonym,06733805,06648504
synonym,06733805,07036202
synonym,06733805,07062102
synonym,06733805,09290402
holonym,06733801,06664901
synonym,06733803,09287302
synonym,06733803,06673201
synonym,06733803,06718601
synonym,06733803,07027809
synonym,06733803,07023704
synonym,06733803,07092602
synonym,06733803,06770202
synonym,06734001,06766508
synonym,06606001,06750806
synonym,06606001,07036501
varword,06606001,06750805
synonym,06606002,07036504
hypernym,06606101,06612301
nearsynonym,06606102,06612704
nearsynonym,06606102,06650701
synonym,06606501,07111501
synonym,06606501,06741804
antonym,06606601,06610102
antonym,06606603,06610104
synonym,06606603,06648204
synonym,06606603,06706903
synonym,06606603,07063804
synonym,06606603,09291102
synonym,06606702,06768303
synonym,06606702,06679901
synonym,06606702,06787301
nearsynonym,06606703,pwn_00478704V
synonym,06606802,07045104
nearsynonym,06607303,14593401
antonym,06607403,06773502
synonym,06607403,06630202
synonym,06607404,06741106
synonym,06607801,06673601
synonym,06607801,06648101
synonym,06608102,07023502
synonym,06608102,09287402
synonym,06608101,06664310
synonym,06608101,07023501
synonym,06608101,07023409
synonym,06608101,09287401
hypernym,06608302,06638901
synonym,06608402,06666101
synonym,06608402,06775708
synonym,06608402,06647903
varword,06608402,06775709
synonym,06608412,09293601
synonym,06608901,07011001
synonym,06608902,07011002
synonym,06609301,06628601
synonym,06609301,06697902
synonym,06609302,07028403
synonym,06609303,06628602
synonym,06609501,06688201
synonym,06609601,07112701
hypernym,06609601,06613701
hypernym,06609801,06771902
synonym,06609802,07092401
nearsynonym,06609903,pwn_00548199V
synonym,06610001,06764301
synonym,06610001,06677401
synonym,06610001,06659901
antonym,06610101,06647110
antonym,06610101,06754606
synonym,06610101,09289202
antonym,06610103,06706904
antonym,06610104,06648204
antonym,06610104,06706903
antonym,06610104,07063804
antonym,06610104,09291102
synonym,06610301,06640701
synonym,06610304,06702006
synonym,06610601,06775707
varword,06610601,06775708
synonym,06610701,07072501
synonym,06610701,07083101
hypernym,06610701,06694501
nearsynonym,06610701,14604401
synonym,06610702,07072502
synonym,06610702,07081703
synonym,06610702,07027901
nearsynonym,06610901,pwn_03973686N
nearsynonym,06610902,pwn_10045533N
synonym,06611201,06706704
hypernym,06611201,pwn_01369399V
synonym,06611202,06706706
hypernym,06611202,pwn_01369399V
hyponym,06611301,07076001
hyponym,06611301,07043412
hyponym,06611301,07074202
hyponym,06611301,07081904
hyponym,06611301,07029407
hypernym,06611301,14483501
hyponym,06611301,13156202
synonym,06734501,06625601
synonym,06734502,09236503
synonym,06734504,09236504
synonym,06734504,07049104
varword,06734504,09236501
hyponym,06734506,06671402
synonym,06734506,06625608
synonym,06734507,06714206
synonym,06734511,06625610
synonym,06734512,06625611
synonym,06734513,06625612
synonym,06734702,06738202
synonym,06734705,07049504
synonym,06611902,06737705
hyponym,06612101,pwn_05419337N
hypernym,06612301,14481001
hyponym,06612301,07034702
hyponym,06612301,07070705
hyponym,06612301,06697304
hyponym,06612301,06697305
hyponym,06612301,07077102
hyponym,06612301,07013801
hyponym,06612301,06680802
hyponym,06612301,06762302
synonym,06612401,06710602
synonym,06612401,06773401
synonym,06612501,07044503
hypernym,06612501,06694501
synonym,06612604,06749802
varword,06612701,06779701
hypernym,06612701,14481001
hyponym,06612701,07017901
hyponym,06612701,06697303
nearsynonym,06612704,06650701
nearsynonym,06612706,07058203
nearsynonym,06612707,06650701
nearsynonym,06612707,06789602
nearsynonym,06612707,07058201
hyponym,06612901,pwn_09964070N
hyponym,06612901,pwn_09966059N
hyponym,06612905,pwn_06311351N
hyponym,06612905,pwn_06391019N
hypernym,06612905,06641001
synonym,06613001,07037003
synonym,06613001,06774301
hyponym,06613001,09308701
hypernym,06613001,13513001
hyponym,06613001,07046402
hyponym,06613001,08020401
hyponym,06613001,06749601
hypernym,06613107,06772101
synonym,06613402,06708801
hypernym,06613402,07024501
synonym,06613403,06680102
synonym,06613403,06720103
synonym,06613403,06708802
hyponym,06613601,14624601
hypernym,06613601,14586201
hyponym,06613701,06746101
hyponym,06613701,06721301
hyponym,06613701,07018501
hyponym,06613701,07112701
hyponym,06613701,06692501
nearsynonym,06613703,pwn_06146806N
hypernym,06613703,06657301
nearsynonym,06613704,pwn_06146806N
hypernym,06613704,06657301
hyponym,06613902,pwn_01792695V
synonym,06614001,06668401
synonym,06614201,06751601
hyponym,06614701,pwn_00511577V
hyponym,06614701,pwn_01737017V
synonym,06614801,09303701
synonym,06614802,09303702
synonym,06614802,09303801
synonym,06614803,09303703
synonym,06614804,09303704
synonym,06615401,06696403
nearsynonym,06615401,pwn_01106486V
nearsynonym,06615402,pwn_01410999V
hypernym,06615406,pwn_00093410R
antonym,06615407,07076502
nearsynonym,06615407,pwn_00669611A
synonym,06615409,06786702
nearsynonym,06615409,pwn_00138537V
hypernym,06615410,pwn_00516869V
synonym,06615608,09306510
synonym,06615609,09306509
synonym,06615609,06711302
synonym,06615611,09192904
synonym,06616001,07020401
nearsynonym,06616401,pwn_00762511A
hypernym,06616402,pwn_00272165V
nearsynonym,06616404,pwn_06349777N
hyponym,06616405,pwn_05147533N
nearsynonym,06616407,pwn_01163535A
nearsynonym,06616408,pwn_01681912A
synonym,06616601,06629601
hypernym,06616701,06646501
hypernym,06616701,06678601
antonym,06616911,06734904
antonym,06616911,07055508
synonym,06616911,06617014
varword,06616911,06617001
varword,06616911,06734905
antonym,06616912,06734905
antonym,06616912,07055509
synonym,06616912,06617015
antonym,06616910,07055507
synonym,06616910,06617013
varword,06616910,06617001
varword,06616910,06734904
synonym,06617002,06648402
antonym,06617003,06643808
synonym,06617003,06648403
synonym,06617007,09202502
synonym,06617008,08021507
synonym,06617008,09290301
synonym,06617011,06648404
synonym,06617012,06648405
antonym,06617013,07055507
antonym,06617014,06734904
antonym,06617014,07055508
antonym,06617015,06734905
antonym,06617015,07055509
synonym,06617205,06663313
synonym,06617205,07031106
synonym,06617205,06640302
synonym,06617205,06625002
synonym,06617205,06710214
synonym,06617205,07076510
synonym,06617205,06702812
synonym,06617401,07026101
synonym,06617407,07033006
synonym,06617407,09250401
synonym,06617408,06751102
synonym,06617408,09278202
varword,06617408,07046502
synonym,06734904,07055508
synonym,06734905,07055509
hypernym,06735001,06667101
synonym,06735602,07051504
synonym,06735602,06618104
synonym,06735605,06622302
